NUM_ASPIRANTE;ID_PREGUNTA;ID_LITERAL
10020;17;66
10020;18;71
10020;19;75
10020;20;78
10020;21;81
10020;22;85
10020;23;90
10020;24;93
10020;25;98
10020;26;104
10021;1;4
10021;2;8
10021;3;11
10021;4;15
10021;5;19
10021;6;23
10021;7;25
10021;8;29
10021;9;36
10021;10;39
10021;11;41
10021;12;47
10021;13;49
10021;14;55
10021;15;57
10021;16;61
10021;17;67
10021;18;72
10021;19;73
10021;20;78
10021;21;82
10021;22;86
10021;23;92
10021;24;96
10021;25;99
10021;26;104
10022;1;3
10022;2;6
10022;3;12
10022;4;15
10022;5;19
10022;6;22
10022;7;26
10022;8;31
10022;9;34
10022;10;39
10022;11;43
10022;12;48
10022;13;49
10022;14;56
10022;15;58
10022;16;61
10022;17;67
10022;18;72
10022;19;76
10022;20;80
10022;21;83
10022;22;87
10022;23;89
10022;24;93
10022;25;98
10022;26;104
10023;1;3
10023;2;6
10023;3;9
10023;4;16
10023;5;19
10023;6;24
10023;7;28
10023;8;30
10023;9;34
10023;10;39
10023;11;41
10023;12;47
10023;13;50
10023;14;56
10023;15;59
10023;16;64
10023;17;67
10023;18;69
10023;19;76
10023;20;79
10023;21;82
10023;22;86
10023;23;89
10023;24;95
10023;25;100
10023;26;104
10024;1;3
10024;2;8
10024;3;11
10024;4;13
10024;5;19
10024;6;22
10024;7;27
10024;8;30
10024;9;33
10024;10;38
10024;11;44
10024;12;48
10024;13;50
10024;14;53
10024;15;60
10024;16;62
10024;17;67
10024;18;72
10024;19;74
10024;20;78
10024;21;83
10024;22;87
10024;23;90
10024;24;93
10024;25;100
10024;26;104
10025;1;1
10025;2;8
10025;3;11
10025;4;16
10025;5;20
10025;6;23
10025;7;26
10025;8;30
10025;9;34
10025;10;37
10025;11;42
10025;12;46
10025;13;52
10025;14;53
10025;15;59
10025;16;64
10025;17;66
10025;18;71
10025;19;74
10025;20;78
10025;21;84
10025;22;87
10025;23;90
10025;24;95
10025;25;100
10025;26;101
10026;1;3
10026;2;6
10026;3;9
10026;4;14
10026;5;18
10026;6;21
10026;7;25
10026;8;30
10026;9;34
10026;10;37
10026;11;44
10026;12;48
10026;13;51
10026;14;55
10026;15;58
10026;16;63
10026;17;66
10026;18;72
10026;19;74
10026;20;77
10026;21;81
10026;22;88
10026;23;92
10026;24;94
10026;25;98
10026;26;103
10027;1;3
10027;2;6
10027;3;12
10027;4;15
10027;5;18
10027;6;23
10027;7;26
10027;8;32
10027;9;34
10027;10;38
10027;11;42
10027;12;46
10027;13;50
10027;14;55
10027;15;59
10027;16;62
10027;17;65
10027;18;72
10027;19;74
10027;20;78
10027;21;81
10027;22;88
10027;23;92
10027;24;93
10027;25;97
10027;26;104
10028;1;3
10028;2;8
10028;3;10
10028;4;13
10028;5;18
10028;6;22
10028;7;25
10028;8;31
10028;9;36
10028;10;39
10028;11;43
10028;12;47
10028;13;50
10028;14;56
10028;15;59
10028;16;64
10028;17;67
10028;18;72
10028;19;74
10028;20;79
10028;21;83
10028;22;86
10028;23;92
10028;24;94
10028;25;98
10028;26;102
10029;1;4
10029;2;8
10029;3;10
10029;4;13
10029;5;19
10029;6;22
10029;7;26
10029;8;32
10029;9;36
10029;10;38
10029;11;42
10029;12;45
10029;13;50
10029;14;55
10029;15;57
10029;16;64
10029;17;65
10029;18;71
10029;19;75
10029;20;78
10029;21;83
10029;22;87
10029;23;89
10029;24;96
10029;25;98
10029;26;103
10030;1;3
10030;2;8
10030;3;9
10030;4;13
10030;5;17
10030;6;22
10030;7;28
10030;8;30
10030;9;36
10030;10;37
10030;11;43
10030;12;48
10030;13;50
10030;14;56
10030;15;59
10030;16;64
10030;17;65
10030;18;69
10030;19;74
10030;20;78
10030;21;84
10030;22;85
10030;23;89
10030;24;96
10030;25;98
10030;26;101
10031;1;1
10031;2;7
10031;3;10
10031;4;13
10031;5;20
10031;6;24
10031;7;27
10031;8;29
10031;9;33
10031;10;40
10031;11;44
10031;12;45
10031;13;52
10031;14;54
10031;15;58
10031;16;61
10031;17;68
10031;18;69
10031;19;74
10031;20;80
10031;21;83
10031;22;86
10031;23;90
10031;24;94
10031;25;100
10031;26;101
10032;1;4
10032;2;5
10032;3;12
10032;4;14
10032;5;17
10032;6;23
10032;7;25
10032;8;32
10032;9;35
10032;10;40
10032;11;43
10032;12;46
10032;13;52
10032;14;55
10032;15;58
10032;16;61
10032;17;66
10032;18;71
10032;19;76
10032;20;78
10032;21;82
10032;22;86
10032;23;89
10032;24;96
10032;25;99
10032;26;103
10033;1;3
10033;2;5
10033;3;11
10033;4;15
10033;5;17
10033;6;22
10033;7;27
10033;8;30
10033;9;34
10033;10;40
10033;11;41
10033;12;45
10033;13;50
10033;14;55
10033;15;59
10033;16;62
10033;17;67
10033;18;72
10033;19;73
10033;20;80
10033;21;84
10033;22;85
10033;23;90
10033;24;95
10033;25;100
10033;26;102
10034;1;4
10034;2;7
10034;3;12
10034;4;13
10034;5;20
10034;6;22
10034;7;25
10034;8;29
10034;9;33
10034;10;40
10034;11;43
10034;12;46
10034;13;50
10034;14;56
10034;15;57
10034;16;64
10034;17;68
10034;18;72
10034;19;75
10034;20;80
10034;21;82
10034;22;85
10034;23;89
10034;24;94
10034;25;100
10034;26;101
10035;1;1
10035;2;5
10035;3;12
10035;4;13
10035;5;20
10035;6;23
10035;7;27
10035;8;32
10035;9;35
10035;10;40
10035;11;44
10035;12;47
10035;13;49
10035;14;54
10035;15;60
10035;16;62
10035;17;65
10035;18;71
10035;19;73
10035;20;80
10035;21;82
10035;22;87
10035;23;90
10035;24;96
10035;25;97
10035;26;101
10036;1;4
10036;2;7
10036;3;12
10036;4;14
10036;5;20
10036;6;22
10036;7;27
10036;8;31
10036;9;33
10036;10;39
10036;11;42
10036;12;45
10036;13;52
10036;14;55
10036;15;57
10036;16;62
10036;17;65
10036;18;71
10036;19;73
10036;20;80
10036;21;83
10036;22;88
10036;23;92
10036;24;96
10036;25;100
10036;26;102
10037;1;2
10037;2;5
10037;3;9
10037;4;14
10037;5;17
10037;6;21
10037;7;25
10037;8;32
10037;9;33
10037;10;39
10037;11;44
10037;12;45
10037;13;52
10037;14;54
10037;15;57
10037;16;62
10037;17;68
10037;18;71
10037;19;74
10037;20;77
10037;21;84
10037;22;87
10037;23;91
10037;24;94
10037;25;100
10037;26;101
10038;1;1
10038;2;7
10038;3;11
10038;4;15
10038;5;20
10038;6;21
10038;7;27
10038;8;29
10038;9;36
10038;10;40
10038;11;44
10038;12;47
10038;13;50
10038;14;56
10038;15;57
10038;16;63
10038;17;65
10038;18;72
10038;19;74
10038;20;80
10038;21;82
10038;22;88
10038;23;91
10038;24;96
10038;25;98
10038;26;101
10039;1;4
10039;2;5
10039;3;10
10039;4;15
10039;5;19
10039;6;21
10039;7;27
10039;8;30
10039;9;33
10039;10;39
10039;11;44
10039;12;46
10039;13;50
10039;14;54
10039;15;59
10039;16;64
10039;17;65
10039;18;70
10039;19;75
10039;20;78
10039;21;83
10039;22;85
10039;23;90
10039;24;93
10039;25;97
10039;26;102
10040;1;1
10040;2;6
10040;3;9
10040;4;15
10040;5;17
10040;6;23
10040;7;28
10040;8;29
10040;9;35
10040;10;38
10040;11;42
10040;12;45
10040;13;51
10040;14;56
10040;15;58
10040;16;62
10040;17;66
10040;18;72
10040;19;74
10040;20;80
10040;21;84
10040;22;87
10040;23;91
10040;24;93
10040;25;97
10040;26;103
10041;1;3
10041;2;6
10041;3;11
10041;4;16
10041;5;17
10041;6;23
10041;7;25
10041;8;30
10041;9;33
10041;10;40
10041;11;42
10041;12;48
10041;13;51
10041;14;53
10041;15;57
10041;16;61
10041;17;67
10041;18;72
10041;19;75
10041;20;79
10041;21;82
10041;22;87
10041;23;91
10041;24;95
10041;25;100
10041;26;103
10042;1;1
10042;2;5
10042;3;12
10042;4;13
10042;5;18
10042;6;22
10042;7;28
10042;8;31
10042;9;35
10042;10;38
10042;11;41
10042;12;46
10042;13;50
10042;14;54
10042;15;59
10042;16;61
10042;17;68
10042;18;70
10042;19;73
10042;20;77
10042;21;83
10042;22;88
10042;23;89
10042;24;94
10042;25;98
10042;26;101
10043;1;4
10043;2;7
10043;3;9
10043;4;13
10043;5;18
10043;6;21
10043;7;26
10043;8;31
10043;9;33
10043;10;40
10043;11;41
10043;12;48
10043;13;50
10043;14;54
10043;15;58
10043;16;63
10043;17;67
10043;18;69
10043;19;74
10043;20;78
10043;21;84
10043;22;85
10043;23;89
10043;24;94
10043;25;98
10043;26;104
10044;1;4
10044;2;6
10044;3;9
10044;4;13
10044;5;18
10044;6;24
10044;7;28
10044;8;32
10044;9;36
10044;10;39
10044;11;41
10044;12;47
10044;13;49
10044;14;54
10044;15;58
10044;16;64
10044;17;67
10044;18;69
10044;19;76
10044;20;79
10044;21;82
10044;22;88
10044;23;92
10044;24;94
10044;25;97
10044;26;104
10045;1;1
10045;2;7
10045;3;12
10045;4;15
10045;5;17
10045;6;22
10045;7;27
10045;8;32
10045;9;33
10045;10;37
10045;11;41
10045;12;48
10045;13;50
10045;14;55
10045;15;60
10045;16;64
10045;17;65
10045;18;71
10045;19;74
10045;20;77
10045;21;81
10045;22;88
10045;23;90
10045;24;93
10045;25;100
10045;26;104
10046;1;1
10046;2;7
10046;3;10
10046;4;13
10046;5;19
10046;6;22
10046;7;26
10046;8;30
10046;9;33
10046;10;38
10046;11;42
10046;12;48
10046;13;52
10046;14;54
10046;15;58
10046;16;61
10046;17;65
10046;18;72
10046;19;74
10046;20;78
10046;21;82
10046;22;88
10046;23;90
10046;24;94
10046;25;98
10046;26;103
10047;1;3
10047;2;7
10047;3;12
10047;4;13
10047;5;19
10047;6;22
10047;7;27
10047;8;30
10047;9;33
10047;10;40
10047;11;43
10047;12;46
10047;13;52
10047;14;56
10047;15;57
10047;16;62
10047;17;65
10047;18;70
10047;19;75
10047;20;78
10047;21;82
10047;22;86
10047;23;89
10047;24;96
10047;25;100
10047;26;104
10048;1;4
10048;2;5
10048;3;9
10048;4;13
10048;5;17
10048;6;21
10048;7;27
10048;8;29
10048;9;33
10048;10;39
10048;11;44
10048;12;48
10048;13;52
10048;14;55
10048;15;59
10048;16;62
10048;17;67
10048;18;72
10048;19;75
10048;20;79
10048;21;82
10048;22;87
10048;23;89
10048;24;95
10048;25;99
10048;26;103
10049;1;3
10049;2;8
10049;3;9
10049;4;15
10049;5;17
10049;6;24
10049;7;28
10049;8;30
10049;9;35
10049;10;39
10049;11;41
10049;12;48
10049;13;52
10049;14;54
10049;15;57
10049;16;62
10049;17;66
10049;18;70
10049;19;73
10049;20;80
10049;21;82
10049;22;86
10049;23;89
10049;24;95
10049;25;98
10049;26;104
10050;1;2
10050;2;7
10050;3;9
10050;4;14
10050;5;17
10050;6;22
10050;7;27
10050;8;30
10050;9;34
10050;10;37
10050;11;44
10050;12;46
10050;13;51
10050;14;55
10050;15;60
10050;16;62
10050;17;66
10050;18;70
10050;19;76
10050;20;79
10050;21;82
10050;22;87
10050;23;92
10050;24;93
10050;25;99
10050;26;103
10051;1;1
10051;2;6
10051;3;9
10051;4;13
10051;5;19
10051;6;21
10051;7;27
10051;8;29
10051;9;35
10051;10;37
10051;11;43
10051;12;46
10051;13;50
10051;14;54
10051;15;60
10051;16;63
10051;17;66
10051;18;69
10051;19;74
10051;20;77
10051;21;81
10051;22;87
10051;23;92
10051;24;96
10051;25;97
10051;26;104
10052;1;3
10052;2;5
10052;3;11
10052;4;15
10052;5;17
10052;6;21
10052;7;28
10052;8;30
10052;9;35
10052;10;40
10052;11;43
10052;12;45
10052;13;49
10052;14;54
10052;15;58
10052;16;64
10052;17;65
10052;18;71
10052;19;76
10052;20;79
10052;21;81
10052;22;86
10052;23;92
10052;24;94
10052;25;98
10052;26;102
10053;1;4
10053;2;7
10053;3;10
10053;4;16
10053;5;19
10053;6;21
10053;7;25
10053;8;32
10053;9;35
10053;10;39
10053;11;42
10053;12;48
10053;13;50
10053;14;54
10053;15;59
10053;16;64
10053;17;66
10053;18;72
10053;19;75
10053;20;80
10053;21;84
10053;22;86
10053;23;91
10053;24;96
10053;25;99
10053;26;102
10054;1;3
10054;2;6
10054;3;10
10054;4;14
10054;5;20
10054;6;22
10054;7;26
10054;8;29
10054;9;36
10054;10;39
10054;11;42
10054;12;45
10054;13;50
10054;14;53
10054;15;58
10054;16;62
10054;17;67
10054;18;72
10054;19;75
10054;20;78
10054;21;83
10054;22;87
10054;23;89
10054;24;96
10054;25;98
10054;26;101
10055;1;3
10055;2;5
10055;3;9
10055;4;13
10055;5;20
10055;6;22
10055;7;27
10055;8;30
10055;9;36
10055;10;39
10055;11;42
10055;12;46
10055;13;51
10055;14;56
10055;15;57
10055;16;64
10055;17;65
10055;18;69
10055;19;74
10055;20;77
10055;21;81
10055;22;87
10055;23;90
10055;24;93
10055;25;100
10055;26;102
10056;1;3
10056;2;6
10056;3;9
10056;4;13
10056;5;19
10056;6;23
10056;7;26
10056;8;32
10056;9;35
10056;10;40
10056;11;42
10056;12;46
10056;13;49
10056;14;56
10056;15;57
10056;16;64
10056;17;65
10056;18;72
10056;19;76
10056;20;80
10056;21;82
10056;22;87
10056;23;89
10056;24;93
10056;25;100
10056;26;102
10057;1;2
10057;2;5
10057;3;12
10057;4;16
10057;5;17
10057;6;22
10057;7;27
10057;8;29
10057;9;36
10057;10;40
10057;11;43
10057;12;47
10057;13;51
10057;14;53
10057;15;59
10057;16;61
10057;17;68
10057;18;70
10057;19;73
10057;20;77
10057;21;82
10057;22;87
10057;23;90
10057;24;95
10057;25;98
10057;26;102
10058;1;1
10058;2;6
10058;3;12
10058;4;16
10058;5;20
10058;6;22
10058;7;26
10058;8;30
10058;9;33
10058;10;39
10058;11;43
10058;12;45
10058;13;49
10058;14;54
10058;15;59
10058;16;64
10058;17;65
10058;18;69
10058;19;73
10058;20;78
10058;21;83
10058;22;85
10058;23;92
10058;24;95
10058;25;98
10058;26;103
10059;1;2
10059;2;5
10059;3;12
10059;4;16
10059;5;18
10059;6;21
10059;7;26
10059;8;30
10059;9;35
10059;10;38
10059;11;42
10059;12;48
10059;13;52
10059;14;56
10059;15;57
10059;16;63
10059;17;65
10059;18;70
10059;19;74
10059;20;78
10059;21;84
10059;22;87
10059;23;90
10059;24;94
10059;25;100
10059;26;101
10060;1;1
10060;2;7
10060;3;10
10060;4;15
10060;5;19
10060;6;22
10060;7;27
10060;8;30
10060;9;35
10060;10;38
10060;11;41
10060;12;48
10060;13;51
10060;14;54
10060;15;57
10060;16;61
10060;17;65
10060;18;71
10060;19;76
10060;20;80
10060;21;82
10060;22;85
10060;23;92
10060;24;95
10060;25;99
10060;26;103
10061;1;3
10061;2;8
10061;3;11
10061;4;16
10061;5;20
10061;6;22
10061;7;26
10061;8;32
10061;9;33
10061;10;37
10061;11;41
10061;12;47
10061;13;50
10061;14;53
10061;15;57
10061;16;62
10061;17;68
10061;18;71
10061;19;76
10061;20;79
10061;21;82
10061;22;88
10061;23;92
10061;24;96
10061;25;99
10061;26;102
10062;1;4
10062;2;8
10062;3;9
10062;4;16
10062;5;18
10062;6;21
10062;7;28
10062;8;32
10062;9;33
10062;10;38
10062;11;42
10062;12;48
10062;13;52
10062;14;55
10062;15;57
10062;16;63
10062;17;65
10062;18;70
10062;19;73
10062;20;79
10062;21;82
10062;22;88
10062;23;90
10062;24;93
10062;25;99
10062;26;101
10063;1;3
10063;2;8
10063;3;11
10063;4;13
10063;5;20
10063;6;21
10063;7;28
10063;8;31
10063;9;35
10063;10;37
10063;11;44
10063;12;46
10063;13;50
10063;14;56
10063;15;59
10063;16;61
10063;17;67
10063;18;69
10063;19;75
10063;20;80
10063;21;82
10063;22;88
10063;23;92
10063;24;94
10063;25;97
10063;26;103
10064;1;2
10064;2;7
10064;3;12
10064;4;16
10064;5;19
10064;6;22
10064;7;25
10064;8;31
10064;9;33
10064;10;38
10064;11;44
10064;12;48
10064;13;50
10064;14;53
10064;15;59
10064;16;63
10064;17;65
10064;18;72
10064;19;75
10064;20;77
10064;21;81
10064;22;88
10064;23;92
10064;24;94
10064;25;98
10064;26;102
10065;1;4
10065;2;8
10065;3;9
10065;4;16
10065;5;19
10065;6;24
10065;7;26
10065;8;31
10065;9;35
10065;10;39
10065;11;44
10065;12;48
10065;13;50
10065;14;53
10065;15;59
10065;16;64
10065;17;65
10065;18;69
10065;19;73
10065;20;78
10065;21;81
10065;22;87
10065;23;90
10065;24;93
10065;25;99
10065;26;102
10066;1;3
10066;2;5
10066;3;10
10066;4;13
10066;5;20
10066;6;21
10066;7;25
10066;8;31
10066;9;34
10066;10;37
10066;11;41
10066;12;46
10066;13;49
10066;14;56
10066;15;57
10066;16;63
10066;17;67
10066;18;69
10066;19;76
10066;20;78
10066;21;83
10066;22;85
10066;23;89
10066;24;95
10066;25;98
10066;26;103
10067;1;3
10067;2;5
10067;3;11
10067;4;13
10067;5;20
10067;6;21
10067;7;27
10067;8;31
10067;9;34
10067;10;39
10067;11;43
10067;12;45
10067;13;51
10067;14;53
10067;15;58
10067;16;64
10067;17;67
10067;18;70
10067;19;73
10067;20;79
10067;21;81
10067;22;86
10067;23;92
10067;24;94
10067;25;97
10067;26;103
10068;1;4
10068;2;6
10068;3;12
10068;4;14
10068;5;19
10068;6;23
10068;7;27
10068;8;32
10068;9;33
10068;10;40
10068;11;43
10068;12;47
10068;13;52
10068;14;54
10068;15;59
10068;16;64
10068;17;65
10068;18;72
10068;19;73
10068;20;79
10068;21;83
10068;22;87
10068;23;92
10068;24;95
10068;25;98
10068;26;103
10069;1;3
10069;2;8
10069;3;12
10069;4;14
10069;5;18
10069;6;23
10069;7;28
10069;8;32
10069;9;34
10069;10;39
10069;11;41
10069;12;47
10069;13;51
10069;14;53
10069;15;60
10069;16;61
10069;17;67
10069;18;70
10069;19;76
10069;20;77
10069;21;83
10069;22;85
10069;23;92
10069;24;94
10069;25;99
10069;26;103
10070;1;4
10070;2;6
10070;3;9
10070;4;14
10070;5;18
10070;6;21
10070;7;25
10070;8;31
10070;9;33
10070;10;39
10070;11;43
10070;12;45
10070;13;52
10070;14;53
10070;15;57
10070;16;64
10070;17;66
10070;18;70
10070;19;75
10070;20;78
10070;21;81
10070;22;88
10070;23;91
10070;24;96
10070;25;98
10070;26;102
10071;1;2
10071;2;6
10071;3;12
10071;4;14
10071;5;20
10071;6;21
10071;7;25
10071;8;30
10071;9;34
10071;10;38
10071;11;42
10071;12;46
10071;13;52
10071;14;54
10071;15;60
10071;16;63
10071;17;66
10071;18;69
10071;19;76
10071;20;79
10071;21;82
10071;22;88
10071;23;91
10071;24;95
10071;25;100
10071;26;103
10072;1;1
10072;2;8
10072;3;11
10072;4;13
10072;5;17
10072;6;21
10072;7;27
10072;8;32
10072;9;35
10072;10;39
10072;11;42
10072;12;45
10072;13;50
10072;14;54
10072;15;59
10072;16;61
10072;17;65
10072;18;72
10072;19;75
10072;20;77
10072;21;81
10072;22;88
10072;23;89
10072;24;93
10072;25;100
10072;26;103
10073;1;1
10073;2;6
10073;3;10
10073;4;13
10073;5;17
10073;6;22
10073;7;28
10073;8;29
10073;9;36
10073;10;40
10073;11;42
10073;12;47
10073;13;52
10073;14;55
10073;15;60
10073;16;61
10073;17;67
10073;18;69
10073;19;74
10073;20;80
10073;21;81
10073;22;87
10073;23;89
10073;24;93
10073;25;100
10073;26;101
10074;1;2
10074;2;7
10074;3;11
10074;4;14
10074;5;19
10074;6;24
10074;7;26
10074;8;30
10074;9;34
10074;10;37
10074;11;43
10074;12;47
10074;13;50
10074;14;54
10074;15;57
10074;16;62
10074;17;67
10074;18;72
10074;19;73
10074;20;80
10074;21;82
10074;22;85
10074;23;89
10074;24;93
10074;25;97
10074;26;104
10075;1;1
10075;2;7
10075;3;10
10075;4;16
10075;5;18
10075;6;21
10075;7;26
10075;8;31
10075;9;33
10075;10;39
10075;11;44
10075;12;47
10075;13;49
10075;14;56
10075;15;58
10075;16;62
10075;17;65
10075;18;69
10075;19;76
10075;20;77
10075;21;82
10075;22;85
10075;23;92
10075;24;93
10075;25;100
10075;26;104
10076;1;1
10076;2;5
10076;3;12
10076;4;13
10076;5;17
10076;6;24
10076;7;27
10076;8;30
10076;9;35
10076;10;40
10076;11;43
10076;12;47
10076;13;52
10076;14;56
